Provinsi,Kab/Kota,Tahun,Bulan,Jenis Bank,Skema,Aset,Kredit ,DPK,NPL
KEPULAUAN BANGKA BELITUNG,Kab. Belitung,2024,Juli,BPR & BPRS,Syariah,-,-,32.815539843,-
KEPULAUAN BANGKA BELITUNG,Kab. Belitung Timur,2024,Juli,BPR & BPRS,Syariah,-,-,19.66859594,-
KEPULAUAN BANGKA BELITUNG,Kota Pangkal Pinang,2024,Juli,BPR & BPRS,Syariah,326.806827825,-,61.159475954,-
KEPULAUAN BANGKA BELITUNG,All Kep. Bangka Belitung,2024,Juli,BPR & BPRS,Syariah,326.806827825,-,313.694513769,-
KEPULAUAN BANGKA BELITUNG,Kab. Bangka,2024,Agustus,BPR & BPRS,Syariah,0,-,101.319982369,-
KEPULAUAN BANGKA BELITUNG,Kab. Bangka Barat,2024,Agustus,BPR & BPRS,Syariah,-,-,37.654049785,-
KEPULAUAN BANGKA BELITUNG,Kab. Bangka Selatan,2024,Agustus,BPR & BPRS,Syariah,-,-,22.214944884,-
KEPULAUAN BANGKA BELITUNG,Kab. Bangka Tengah,2024,Agustus,BPR & BPRS,Syariah,-,-,37.406947361,-
KEPULAUAN BANGKA BELITUNG,Kab. Belitung,2024,Agustus,BPR & BPRS,Syariah,-,-,33.336093029,-
KEPULAUAN BANGKA BELITUNG,Kab. Belitung Timur,2024,Agustus,BPR & BPRS,Syariah,-,-,19.702266666,-
KEPULAUAN BANGKA BELITUNG,Kota Pangkal Pinang,2024,Agustus,BPR & BPRS,Syariah,326.265141283,-,60.713610405,-
KEPULAUAN BANGKA BELITUNG,All Kep. Bangka Belitung,2024,Agustus,BPR & BPRS,Syariah,326.265141283,-,312.347894499,-
KEPULAUAN BANGKA BELITUNG,Kab. Bangka,2024,September,BPR & BPRS,Syariah,0,-,100.471634641,-
KEPULAUAN BANGKA BELITUNG,Kab. Bangka Barat,2024,September,BPR & BPRS,Syariah,-,-,37.416318406,-
KEPULAUAN BANGKA BELITUNG,Kab. Bangka Selatan,2024,September,BPR & BPRS,Syariah,-,-,22.393083143,-
KEPULAUAN BANGKA BELITUNG,Kab. Bangka Tengah,2024,September,BPR & BPRS,Syariah,-,-,37.708074841,-
KEPULAUAN BANGKA BELITUNG,Kab. Belitung,2024,September,BPR & BPRS,Syariah,-,-,32.947341347,-
KEPULAUAN BANGKA BELITUNG,Kab. Belitung Timur,2024,September,BPR & BPRS,Syariah,-,-,19.718533351,-
KEPULAUAN BANGKA BELITUNG,Kota Pangkal Pinang,2024,September,BPR & BPRS,Syariah,329.302239128,-,60.378138973,-
KEPULAUAN BANGKA BELITUNG,All Kep. Bangka Belitung,2024,September,BPR & BPRS,Syariah,329.302239128,-,311.033124702,-
KEPULAUAN BANGKA BELITUNG,Kab. Bangka,2024,Oktober,BPR & BPRS,Syariah,0,-,100.994247123,-
KEPULAUAN BANGKA BELITUNG,Kab. Bangka Barat,2024,Oktober,BPR & BPRS,Syariah,-,-,37.815306098,-
KEPULAUAN BANGKA BELITUNG,Kab. Bangka Selatan,2024,Oktober,BPR & BPRS,Syariah,-,-,22.7026045,-
KEPULAUAN BANGKA BELITUNG,Kab. Bangka Tengah,2024,Oktober,BPR & BPRS,Syariah,-,-,38.277466886,-
KEPULAUAN BANGKA BELITUNG,Kab. Belitung,2024,Oktober,BPR & BPRS,Syariah,-,-,33.044163594,-
KEPULAUAN BANGKA BELITUNG,Kab. Belitung Timur,2024,Oktober,BPR & BPRS,Syariah,-,-,19.569625605,-
KEPULAUAN BANGKA BELITUNG,Kota Pangkal Pinang,2024,Oktober,BPR & BPRS,Syariah,327.039187505,-,60.408045253,-
KEPULAUAN BANGKA BELITUNG,All Kep. Bangka Belitung,2024,Oktober,BPR & BPRS,Syariah,327.039187505,-,312.811459059,-
KEPULAUAN BANGKA BELITUNG,Kab. Bangka,2024,November,BPR & BPRS,Syariah,0,-,101.354301112,-
KEPULAUAN BANGKA BELITUNG,Kab. Bangka Barat,2024,November,BPR & BPRS,Syariah,-,-,38.481451169,-
KEPULAUAN BANGKA BELITUNG,Kab. Bangka Selatan,2024,November,BPR & BPRS,Syariah,-,-,23.458571432,-
KEPULAUAN BANGKA BELITUNG,Kab. Bangka Tengah,2024,November,BPR & BPRS,Syariah,-,-,38.940348377,-
KEPULAUAN BANGKA BELITUNG,Kab. Belitung,2024,November,BPR & BPRS,Syariah,-,-,33.388600694,-
KEPULAUAN BANGKA BELITUNG,Kab. Belitung Timur,2024,November,BPR & BPRS,Syariah,-,-,19.973699422,-
KEPULAUAN BANGKA BELITUNG,Kota Pangkal Pinang,2024,November,BPR & BPRS,Syariah,331.402168698,-,61.181057978,-
KEPULAUAN BANGKA BELITUNG,All Kep. Bangka Belitung,2024,November,BPR & BPRS,Syariah,331.402168698,-,316.778030184,-
KEPULAUAN BANGKA BELITUNG,Kab. Bangka,2024,Desember,BPR & BPRS,Syariah,0,-,48.844417688,-
KEPULAUAN BANGKA BELITUNG,Kab. Bangka Barat,2024,Desember,BPR & BPRS,Syariah,-,-,26.659082328,-
KEPULAUAN BANGKA BELITUNG,Kab. Bangka Selatan,2024,Desember,BPR & BPRS,Syariah,-,-,13.54097378,-
KEPULAUAN BANGKA BELITUNG,Kab. Bangka Tengah,2024,Desember,BPR & BPRS,Syariah,-,-,28.370341907,-
KEPULAUAN BANGKA BELITUNG,Kab. Belitung,2024,Desember,BPR & BPRS,Syariah,-,-,15.580312131,-
KEPULAUAN BANGKA BELITUNG,Kab. Belitung Timur,2024,Desember,BPR & BPRS,Syariah,-,-,8.656595609,-
KEPULAUAN BANGKA BELITUNG,Kota Pangkal Pinang,2024,Desember,BPR & BPRS,Syariah,338.407765712,-,27.965184553,-
KEPULAUAN BANGKA BELITUNG,All Kep. Bangka Belitung,2024,Desember,BPR & BPRS,Syariah,338.407765712,-,169.616907996,-
Lampung,Kab. Lampung Barat,2019,Desember,BPR & BPRS,Syariah,41.691399939,-,11.976030209,-
Lampung,Kab. Lampung Selatan,2019,Desember,BPR & BPRS,Syariah,0,-,3.129632361,-
Lampung,Kab. Lampung Tengah,2019,Desember,BPR & BPRS,Syariah,44.424400501,-,12.649602654,-
Lampung,Kab. Lampung Timur,2019,Desember,BPR & BPRS,Syariah,69.251468513,-,23.949746359,-
Lampung,Kab. Lampung Utara,2019,Desember,BPR & BPRS,Syariah,192.409320282,-,70.098468001,-
Lampung,Kab. Pringsewu,2019,Desember,BPR & BPRS,Syariah,-,-,0.590773451,-
Lampung,Kab. Tanggamus,2019,Desember,BPR & BPRS,Syariah,50.433950338,-,25.857964273,-
Lampung,Kab. Tulang Bawang,2019,Desember,BPR & BPRS,Syariah,0,-,14.277473793,-
Lampung,Kab. Tulang Bawang Barat,2019,Desember,BPR & BPRS,Syariah,30.643208288,-,5.411556781,-
Lampung,Kab. Way Kanan,2019,Desember,BPR & BPRS,Syariah,69.865632548,-,27.6657331,-
Lampung,Kota Bandar Lampung,2019,Desember,BPR & BPRS,Syariah,136.482990367,-,77.489377745,-
Lampung,Kota  Metro,2019,Desember,BPR & BPRS,Syariah,84.05554652,-,48.871481289,-
Lampung,All Lampung,2019,Desember,BPR & BPRS,Syariah,719.257917296,-,321.9678400160001,-
Lampung,Kab. Lampung Barat,2020,Desember,BPR & BPRS,Syariah,51.208867601,-,15.722017953,-
Lampung,Kab. Lampung Selatan,2020,Desember,BPR & BPRS,Syariah,0,-,2.323093998,-
Lampung,Kab. Lampung Tengah,2020,Desember,BPR & BPRS,Syariah,59.02179784,-,24.164706229,-
Lampung,Kab. Lampung Timur,2020,Desember,BPR & BPRS,Syariah,72.997508583,-,27.626798604,-
Lampung,Kab. Lampung Utara,2020,Desember,BPR & BPRS,Syariah,192.870371546,-,71.886170502,-
Lampung,Kab. Pringsewu,2020,Desember,BPR & BPRS,Syariah,-,-,3.206181362,-
Lampung,Kab. Tanggamus,2020,Desember,BPR & BPRS,Syariah,62.014452885,-,27.912141855,-
Lampung,Kab. Tulang Bawang,2020,Desember,BPR & BPRS,Syariah,0,-,14.294794265,-
Lampung,Kab. Tulang Bawang Barat,2020,Desember,BPR & BPRS,Syariah,31.653996925,-,7.844632216,-
Lampung,Kab. Way Kanan,2020,Desember,BPR & BPRS,Syariah,76.951093622,-,30.297955611,-
Lampung,Kota Bandar Lampung,2020,Desember,BPR & BPRS,Syariah,150.635029975,-,93.332463508,-
Lampung,Kota  Metro,2020,Desember,BPR & BPRS,Syariah,94.577749875,-,61.853556361,-
Lampung,All Lampung,2020,Desember,BPR & BPRS,Syariah,791.930868852,-,380.464512464,-
Lampung,Kab. Lampung Barat,2021,Desember,BPR & BPRS,Syariah,57.838481978,-,19.117812648,-
Lampung,Kab. Lampung Selatan,2021,Desember,BPR & BPRS,Syariah,0,-,2.643419874,-
Lampung,Kab. Lampung Tengah,2021,Desember,BPR & BPRS,Syariah,59.588535324,-,25.589534745,-
Lampung,Kab. Lampung Timur,2021,Desember,BPR & BPRS,Syariah,102.384990002,-,39.008581351,-
Lampung,Kab. Lampung Utara,2021,Desember,BPR & BPRS,Syariah,200.596213576,-,76.11644635,-
Lampung,Kab. Pringsewu,2021,Desember,BPR & BPRS,Syariah,-,-,4.105677236,-
Lampung,Kab. Tanggamus,2021,Desember,BPR & BPRS,Syariah,67.487694809,-,34.847048366,-
Lampung,Kab. Tulang Bawang,2021,Desember,BPR & BPRS,Syariah,0,-,17.330538997,-
Lampung,Kab. Tulang Bawang Barat,2021,Desember,BPR & BPRS,Syariah,32.905265951,-,4.871001198,-
Lampung,Kab. Way Kanan,2021,Desember,BPR & BPRS,Syariah,89.696809351,-,40.899953537,-
Lampung,Kota Bandar Lampung,2021,Desember,BPR & BPRS,Syariah,162.486936329,-,100.704767518,-
Lampung,Kota  Metro,2021,Desember,BPR & BPRS,Syariah,102.534549575,-,65.32324819,-
Lampung,All Lampung,2021,Desember,BPR & BPRS,Syariah,875.519476895,-,431.634442037,-
Lampung,Kab. Lampung Barat,2022,Desember,BPR & BPRS,Syariah,66.799938587,-,21.336488193,-
Lampung,Kab. Lampung Selatan,2022,Desember,BPR & BPRS,Syariah,0,-,4.858828852,-
Lampung,Kab. Lampung Tengah,2022,Desember,BPR & BPRS,Syariah,66.788322962,-,29.941575931,-
Lampung,Kab. Lampung Timur,2022,Desember,BPR & BPRS,Syariah,141.491293195,-,38.717398609,-
Lampung,Kab. Lampung Utara,2022,Desember,BPR & BPRS,Syariah,194.994874859,-,78.573671138,-
Lampung,Kab. Pringsewu,2022,Desember,BPR & BPRS,Syariah,-,-,5.976325937,-
Lampung,Kab. Tanggamus,2022,Desember,BPR & BPRS,Syariah,63.820955271,-,35.140748047,-
Lampung,Kab. Tulang Bawang,2022,Desember,BPR & BPRS,Syariah,0,-,9.230933819,-
Lampung,Kab. Tulang Bawang Barat,2022,Desember,BPR & BPRS,Syariah,40.644818237,-,12.545558907,-
Lampung,Kab. Way Kanan,2022,Desember,BPR & BPRS,Syariah,98.883258562,-,49.149550745,-
Lampung,Kota Bandar Lampung,2022,Desember,BPR & BPRS,Syariah,173.797801184,-,114.810449673,-
Lampung,Kota  Metro,2022,Desember,BPR & BPRS,Syariah,114.391064101,-,75.51264137,-
Lampung,All Lampung,2022,Desember,BPR & BPRS,Syariah,961.612326958,-,475.794171221,-
Lampung,Kab. Lampung Barat,2023,Januari,BPR & BPRS,Syariah,65.190072938,-,19.659001444,-
Lampung,Kab. Lampung Selatan,2023,Januari,BPR & BPRS,Syariah,0,-,8.280668693,-
Lampung,Kab. Lampung Tengah,2023,Januari,BPR & BPRS,Syariah,68.064817086,-,30.887118911,-
Lampung,Kab. Lampung Timur,2023,Januari,BPR & BPRS,Syariah,143.790379975,-,41.32874182,-
Lampung,Kab. Lampung Utara,2023,Januari,BPR & BPRS,Syariah,190.852112846,-,75.624498762,-
Lampung,Kab. Pringsewu,2023,Januari,BPR & BPRS,Syariah,-,-,6.020380536,-
Lampung,Kab. Tanggamus,2023,Januari,BPR & BPRS,Syariah,64.849537554,-,35.876581276,-
Lampung,Kab. Tulang Bawang,2023,Januari,BPR & BPRS,Syariah,0,-,9.989317935,-
Lampung,Kab. Tulang Bawang Barat,2023,Januari,BPR & BPRS,Syariah,41.159834171,-,11.903266963,-
Lampung,Kab. Way Kanan,2023,Januari,BPR & BPRS,Syariah,97.460197389,-,47.162148102,-
Lampung,Kota Bandar Lampung,2023,Januari,BPR & BPRS,Syariah,178.992876377,-,119.32325895,-
Lampung,Kota  Metro,2023,Januari,BPR & BPRS,Syariah,114.551775607,-,78.05917344,-
Lampung,All Lampung,2023,Januari,BPR & BPRS,Syariah,964.911603943,-,484.114156832,-
Lampung,Kab. Lampung Barat,2023,Februari,BPR & BPRS,Syariah,59.553190531,-,18.359139886,-
Lampung,Kab. Lampung Selatan,2023,Februari,BPR & BPRS,Syariah,0,-,9.549750165,-
Lampung,Kab. Lampung Tengah,2023,Februari,BPR & BPRS,Syariah,65.519006322,-,29.263450001,-
Lampung,Kab. Lampung Timur,2023,Februari,BPR & BPRS,Syariah,145.102492866,-,39.646426816,-
Lampung,Kab. Lampung Utara,2023,Februari,BPR & BPRS,Syariah,188.03370186,-,75.104615031,-
Lampung,Kab. Pringsewu,2023,Februari,BPR & BPRS,Syariah,-,-,5.125425839,-
Lampung,Kab. Tanggamus,2023,Februari,BPR & BPRS,Syariah,62.828440626,-,34.417676433,-
Lampung,Kab. Tulang Bawang,2023,Februari,BPR & BPRS,Syariah,0,-,9.249059952,-
Lampung,Kab. Tulang Bawang Barat,2023,Februari,BPR & BPRS,Syariah,42.320974694,-,10.723502766,-
Lampung,Kab. Way Kanan,2023,Februari,BPR & BPRS,Syariah,95.961646872,-,46.143514674,-
Lampung,Kota Bandar Lampung,2023,Februari,BPR & BPRS,Syariah,177.051255764,-,115.730148693,-
Lampung,Kota  Metro,2023,Februari,BPR & BPRS,Syariah,111.658354113,-,76.167461807,-
Lampung,All Lampung,2023,Februari,BPR & BPRS,Syariah,948.029063648,-,469.480172063,-
Lampung,Kab. Lampung Barat,2023,Maret,BPR & BPRS,Syariah,56.896092855,-,17.418172027,-
Lampung,Kab. Lampung Selatan,2023,Maret,BPR & BPRS,Syariah,0,-,9.800679818,-
Lampung,Kab. Lampung Tengah,2023,Maret,BPR & BPRS,Syariah,66.674749769,-,28.54163709,-
Lampung,Kab. Lampung Timur,2023,Maret,BPR & BPRS,Syariah,153.964593951,-,39.795302402,-
Lampung,Kab. Lampung Utara,2023,Maret,BPR & BPRS,Syariah,181.071950799,-,73.754742018,-
Lampung,Kab. Pringsewu,2023,Maret,BPR & BPRS,Syariah,-,-,4.350551745,-
Lampung,Kab. Tanggamus,2023,Maret,BPR & BPRS,Syariah,61.208588822,-,33.56330463,-
Lampung,Kab. Tulang Bawang,2023,Maret,BPR & BPRS,Syariah,0,-,9.062058633,-
Lampung,Kab. Tulang Bawang Barat,2023,Maret,BPR & BPRS,Syariah,43.642510628,-,9.495757645,-
Lampung,Kab. Way Kanan,2023,Maret,BPR & BPRS,Syariah,93.426290446,-,43.229753567,-
Lampung,Kota Bandar Lampung,2023,Maret,BPR & BPRS,Syariah,178.172605088,-,115.812915661,-
Lampung,Kota  Metro,2023,Maret,BPR & BPRS,Syariah,115.774751672,-,69.500927276,-
Lampung,All Lampung,2023,Maret,BPR & BPRS,Syariah,950.83213403,-,454.325802512,-
Lampung,Kab. Lampung Barat,2023,April,BPR & BPRS,Syariah,57.552187836,-,17.783272193,-
Lampung,Kab. Lampung Selatan,2023,April,BPR & BPRS,Syariah,0,-,11.650325673,-
Lampung,Kab. Lampung Tengah,2023,April,BPR & BPRS,Syariah,66.408503938,-,29.182563987,-
Lampung,Kab. Lampung Timur,2023,April,BPR & BPRS,Syariah,153.205360401,-,39.820346919,-
Lampung,Kab. Lampung Utara,2023,April,BPR & BPRS,Syariah,183.495477027,-,73.099978827,-
Lampung,Kab. Pringsewu,2023,April,BPR & BPRS,Syariah,-,-,5.164033291,-
Lampung,Kab. Tanggamus,2023,April,BPR & BPRS,Syariah,60.820196357,-,33.321372954,-
Lampung,Kab. Tulang Bawang,2023,April,BPR & BPRS,Syariah,0,-,9.136660353,-
Lampung,Kab. Tulang Bawang Barat,2023,April,BPR & BPRS,Syariah,43.381668735,-,9.693853574,-
Lampung,Kab. Way Kanan,2023,April,BPR & BPRS,Syariah,92.355527365,-,39.908356863,-
Lampung,Kota Bandar Lampung,2023,April,BPR & BPRS,Syariah,173.849632316,-,119.806286951,-
Lampung,Kota  Metro,2023,April,BPR & BPRS,Syariah,109.874138273,-,64.488182283,-
Lampung,All Lampung,2023,April,BPR & BPRS,Syariah,940.942692248,-,453.055233868,-
Lampung,Kab. Lampung Barat,2023,Mei,BPR & BPRS,Syariah,57.654744087,-,19.279404621,-
Lampung,Kab. Lampung Selatan,2023,Mei,BPR & BPRS,Syariah,0,-,12.619855906,-
Lampung,Kab. Lampung Tengah,2023,Mei,BPR & BPRS,Syariah,69.007454642,-,29.354215189,-
Lampung,Kab. Lampung Timur,2023,Mei,BPR & BPRS,Syariah,149.942446231,-,39.688003141,-
Lampung,Kab. Lampung Utara,2023,Mei,BPR & BPRS,Syariah,190.320636186,-,74.590539209,-
Lampung,Kab. Pringsewu,2023,Mei,BPR & BPRS,Syariah,-,-,4.687866042,-
Lampung,Kab. Tanggamus,2023,Mei,BPR & BPRS,Syariah,60.594825892,-,33.784045096,-
Lampung,Kab. Tulang Bawang,2023,Mei,BPR & BPRS,Syariah,0,-,9.325198782,-
Lampung,Kab. Tulang Bawang Barat,2023,Mei,BPR & BPRS,Syariah,44.11995701,-,10.590378553,-
Lampung,Kab. Way Kanan,2023,Mei,BPR & BPRS,Syariah,93.780521013,-,40.728217054,-
Lampung,Kota Bandar Lampung,2023,Mei,BPR & BPRS,Syariah,178.055519058,-,125.136818965,-
Lampung,Kota  Metro,2023,Mei,BPR & BPRS,Syariah,117.583733873,-,63.345544472,-
Lampung,All Lampung,2023,Mei,BPR & BPRS,Syariah,961.059837992,-,463.13008703,-
Lampung,Kab. Lampung Barat,2023,Juni,BPR & BPRS,Syariah,56.666947783,-,18.897369531,-
Lampung,Kab. Lampung Selatan,2023,Juni,BPR & BPRS,Syariah,0,-,13.467510216,-
Lampung,Kab. Lampung Tengah,2023,Juni,BPR & BPRS,Syariah,69.277025292,-,29.340767702,-
Lampung,Kab. Lampung Timur,2023,Juni,BPR & BPRS,Syariah,153.172023016,-,41.087961244,-
Lampung,Kab. Lampung Utara,2023,Juni,BPR & BPRS,Syariah,190.662588929,-,74.062427378,-
Lampung,Kab. Pringsewu,2023,Juni,BPR & BPRS,Syariah,-,-,4.261057874,-
Lampung,Kab. Tanggamus,2023,Juni,BPR & BPRS,Syariah,60.135437365,-,33.393418347,-
Lampung,Kab. Tulang Bawang,2023,Juni,BPR & BPRS,Syariah,0,-,9.178153371,-
Lampung,Kab. Tulang Bawang Barat,2023,Juni,BPR & BPRS,Syariah,44.468504141,-,9.231335675,-
Lampung,Kab. Way Kanan,2023,Juni,BPR & BPRS,Syariah,93.361513912,-,40.363884751,-
Lampung,Kota Bandar Lampung,2023,Juni,BPR & BPRS,Syariah,182.249164204,-,123.079518226,-
Lampung,Kota  Metro,2023,Juni,BPR & BPRS,Syariah,115.808335076,-,61.798118811,-
Lampung,All Lampung,2023,Juni,BPR & BPRS,Syariah,965.801539718,-,458.161523126,-
Lampung,Kab. Lampung Barat,2023,Juli,BPR & BPRS,Syariah,59.576905937,-,20.870347752,-
Lampung,Kab. Lampung Selatan,2023,Juli,BPR & BPRS,Syariah,0,-,15.922266846,-
Lampung,Kab. Lampung Tengah,2023,Juli,BPR & BPRS,Syariah,70.60409904,-,30.307082512,-
Lampung,Kab. Lampung Timur,2023,Juli,BPR & BPRS,Syariah,152.561110978,-,41.415204589,-
Lampung,Kab. Lampung Utara,2023,Juli,BPR & BPRS,Syariah,198.368613264,-,76.854199142,-
Lampung,Kab. Pringsewu,2023,Juli,BPR & BPRS,Syariah,-,-,6.283052509,-
Lampung,Kab. Tanggamus,2023,Juli,BPR & BPRS,Syariah,65.048480414,-,37.36841632,-
Lampung,Kab. Tulang Bawang,2023,Juli,BPR & BPRS,Syariah,0,-,9.400660107,-
Lampung,Kab. Tulang Bawang Barat,2023,Juli,BPR & BPRS,Syariah,45.419582754,-,11.133733957,-
Lampung,Kab. Way Kanan,2023,Juli,BPR & BPRS,Syariah,99.809660415,-,45.086534036,-
Lampung,Kota Bandar Lampung,2023,Juli,BPR & BPRS,Syariah,187.245236858,-,130.85242022,-
Lampung,Kota  Metro,2023,Juli,BPR & BPRS,Syariah,120.567189805,-,63.88378162,-
Lampung,All Lampung,2023,Juli,BPR & BPRS,Syariah,999.200879465,-,489.37769961,-
Lampung,Kab. Lampung Barat,2023,Agustus,BPR & BPRS,Syariah,56.731690271,-,19.129124027,-
Lampung,Kab. Lampung Selatan,2023,Agustus,BPR & BPRS,Syariah,0,-,18.024550803,-
Lampung,Kab. Lampung Tengah,2023,Agustus,BPR & BPRS,Syariah,71.675971584,-,31.697950837,-
Lampung,Kab. Lampung Timur,2023,Agustus,BPR & BPRS,Syariah,155.724952312,-,38.67273755,-
Lampung,Kab. Lampung Utara,2023,Agustus,BPR & BPRS,Syariah,192.179944,-,75.890992838,-
Lampung,Kab. Pringsewu,2023,Agustus,BPR & BPRS,Syariah,-,-,5.883075655,-
Lampung,Kab. Tanggamus,2023,Agustus,BPR & BPRS,Syariah,62.799190899,-,36.264794113,-
Lampung,Kab. Tulang Bawang,2023,Agustus,BPR & BPRS,Syariah,0,-,9.158035517,-
Lampung,Kab. Tulang Bawang Barat,2023,Agustus,BPR & BPRS,Syariah,47.146339082,-,10.261061954,-
Lampung,Kab. Way Kanan,2023,Agustus,BPR & BPRS,Syariah,101.071917083,-,45.337330758,-
Lampung,Kota Bandar Lampung,2023,Agustus,BPR & BPRS,Syariah,189.552767105,-,130.626431931,-
Lampung,Kota  Metro,2023,Agustus,BPR & BPRS,Syariah,122.68559327,-,64.513836239,-
Lampung,All Lampung,2023,Agustus,BPR & BPRS,Syariah,999.568365606,-,485.459922222,-
Lampung,Kab. Lampung Barat,2023,September,BPR & BPRS,Syariah,58.301906644,-,17.334572622,-
Lampung,Kab. Lampung Selatan,2023,September,BPR & BPRS,Syariah,0,-,18.795570518,-
Lampung,Kab. Lampung Tengah,2023,September,BPR & BPRS,Syariah,71.111479666,-,30.955817004,-
Lampung,Kab. Lampung Timur,2023,September,BPR & BPRS,Syariah,153.146398759,-,37.792554218,-
Lampung,Kab. Lampung Utara,2023,September,BPR & BPRS,Syariah,189.771540938,-,74.572492514,-
Lampung,Kab. Pringsewu,2023,September,BPR & BPRS,Syariah,-,-,4.789025905,-
Lampung,Kab. Tanggamus,2023,September,BPR & BPRS,Syariah,59.139594102,-,35.426310514,-
Lampung,Kab. Tulang Bawang,2023,September,BPR & BPRS,Syariah,0,-,9.525156825,-
Lampung,Kab. Tulang Bawang Barat,2023,September,BPR & BPRS,Syariah,46.019777422,-,9.566176575,-
Lampung,Kab. Way Kanan,2023,September,BPR & BPRS,Syariah,101.51923244,-,44.728990465,-
Lampung,Kota Bandar Lampung,2023,September,BPR & BPRS,Syariah,184.681686739,-,130.423024117,-
Lampung,Kota  Metro,2023,September,BPR & BPRS,Syariah,127.797681386,-,68.91362132,-
Lampung,All Lampung,2023,September,BPR & BPRS,Syariah,991.489298096,-,482.823312597,-
Lampung,Kab. Lampung Barat,2023,Oktober,BPR & BPRS,Syariah,58.620341961,-,17.612422908,-
Lampung,Kab. Lampung Selatan,2023,Oktober,BPR & BPRS,Syariah,0,-,18.630291416,-
Lampung,Kab. Lampung Tengah,2023,Oktober,BPR & BPRS,Syariah,72.250853004,-,32.086183183,-
Lampung,Kab. Lampung Timur,2023,Oktober,BPR & BPRS,Syariah,156.269285448,-,38.454496185,-
Lampung,Kab. Lampung Utara,2023,Oktober,BPR & BPRS,Syariah,187.119781593,-,74.338259424,-
Lampung,Kab. Pringsewu,2023,Oktober,BPR & BPRS,Syariah,-,-,4.762005624,-
Lampung,Kab. Tanggamus,2023,Oktober,BPR & BPRS,Syariah,59.800901306,-,35.906312256,-
Lampung,Kab. Tulang Bawang,2023,Oktober,BPR & BPRS,Syariah,0,-,10.720472127,-
Lampung,Kab. Tulang Bawang Barat,2023,Oktober,BPR & BPRS,Syariah,45.740087069,-,9.094521093,-
Lampung,Kab. Way Kanan,2023,Oktober,BPR & BPRS,Syariah,101.871251047,-,44.605287114,-
Lampung,Kota Bandar Lampung,2023,Oktober,BPR & BPRS,Syariah,184.918613365,-,128.983872343,-
Lampung,Kota  Metro,2023,Oktober,BPR & BPRS,Syariah,129.870158497,-,70.284409777,-
Lampung,All Lampung,2023,Oktober,BPR & BPRS,Syariah,996.46127329,-,485.47853345,-
Lampung,Kab. Lampung Barat,2023,November,BPR & BPRS,Syariah,61.183886342,-,19.253302135,-
Lampung,Kab. Lampung Selatan,2023,November,BPR & BPRS,Syariah,0,-,19.471824261,-
Lampung,Kab. Lampung Tengah,2023,November,BPR & BPRS,Syariah,73.493249362,-,33.203677325,-
Lampung,Kab. Lampung Timur,2023,November,BPR & BPRS,Syariah,158.655326372,-,41.864875536,-
Lampung,Kab. Lampung Utara,2023,November,BPR & BPRS,Syariah,195.054868217,-,76.93494539,-
Lampung,Kab. Pringsewu,2023,November,BPR & BPRS,Syariah,-,-,6.088780072,-
Lampung,Kab. Tanggamus,2023,November,BPR & BPRS,Syariah,62.790489088,-,38.464236165,-
Lampung,Kab. Tulang Bawang,2023,November,BPR & BPRS,Syariah,0,-,10.284289365,-
Lampung,Kab. Tulang Bawang Barat,2023,November,BPR & BPRS,Syariah,47.001042439,-,10.670991731,-
Lampung,Kab. Way Kanan,2023,November,BPR & BPRS,Syariah,106.008504641,-,47.796941059,-
Lampung,Kota Bandar Lampung,2023,November,BPR & BPRS,Syariah,192.834992841,-,133.282244339,-
Lampung,Kota  Metro,2023,November,BPR & BPRS,Syariah,129.881439843,-,70.983841163,-
Lampung,All Lampung,2023,November,BPR & BPRS,Syariah,1026.903799145,-,508.299948541,-
Lampung,Kab. Lampung Barat,2023,Desember,BPR & BPRS,Syariah,62.562071185,-,20.81709957,-
Lampung,Kab. Lampung Selatan,2023,Desember,BPR & BPRS,Syariah,0,-,19.633296882,-
Lampung,Kab. Lampung Tengah,2023,Desember,BPR & BPRS,Syariah,74.122842715,-,35.99456433,-
Lampung,Kab. Lampung Timur,2023,Desember,BPR & BPRS,Syariah,165.872843042,-,47.095500412,-
Lampung,Kab. Lampung Utara,2023,Desember,BPR & BPRS,Syariah,197.532374237,-,79.196783749,-
Lampung,Kab. Pringsewu,2023,Desember,BPR & BPRS,Syariah,-,-,7.38236779,-
Lampung,Kab. Tanggamus,2023,Desember,BPR & BPRS,Syariah,64.172805727,-,36.926974566,-
Lampung,Kab. Tulang Bawang,2023,Desember,BPR & BPRS,Syariah,0,-,10.551376506,-
Lampung,Kab. Tulang Bawang Barat,2023,Desember,BPR & BPRS,Syariah,47.703284435,-,12.348549664,-
Lampung,Kab. Way Kanan,2023,Desember,BPR & BPRS,Syariah,108.494082769,-,51.790760057,-
Lampung,Kota Bandar Lampung,2023,Desember,BPR & BPRS,Syariah,187.654689911,-,138.429749937,-
Lampung,Kota  Metro,2023,Desember,BPR & BPRS,Syariah,130.338059609,-,71.98934401,-
Lampung,All Lampung,2023,Desember,BPR & BPRS,Syariah,1038.45305363,-,532.156367473,-
Lampung,Kab. Lampung Barat,2024,Januari,BPR & BPRS,Syariah,59.808916753,-,18.069527973,-
Lampung,Kab. Lampung Selatan,2024,Januari,BPR & BPRS,Syariah,0,-,19.866994574,-
Lampung,Kab. Lampung Tengah,2024,Januari,BPR & BPRS,Syariah,76.12834034,-,36.822199188,-
